gene,t_stat,p_value,log2FC,p_adj
TNRC18,7.404267187175714,2.486717845190805e-13,0.2811328199386871,5.782811457846673e-13
LRRC67,7.408184355716364,2.494263937903958e-13,0.43718059063933334,5.799483819375905e-13
NRG4,-7.41413924901251,2.4962729375397643e-13,-0.4086254869459358,5.80327863797369e-13
S100A14,7.403450244543112,2.5023445188018636e-13,0.9297905387926413,5.816515482486759e-13
C6orf129,7.414354682625416,2.5427495737187483e-13,0.4012017244190407,5.909541914950576e-13
ARL2,-7.399689600850257,2.5434131148787066e-13,-0.2830983092758892,5.910191930242598e-13
ATP1A2,-7.416603360163545,2.5878511509729987e-13,-1.140766124649459,6.01254627607232e-13
MYOM2,-7.403063682034383,2.597420994579407e-13,-0.7072994603378167,6.033870104637769e-13
PGA5,-7.431409483802681,2.6143653472843504e-13,-0.3377304123823398,6.072316073636618e-13
GGCT,7.396150830990647,2.6541025262663723e-13,0.3520636670941961,6.163682744633987e-13
BCO2,-7.392879649073291,2.675749754430627e-13,-0.5240255249885899,6.213017488910927e-13
PRR12,7.391208164846808,2.7056338081684947e-13,0.2540707816134411,6.281460154458733e-13
LRRC55,-7.398663208959499,2.7079139010866486e-13,-0.5453067221364707,6.285805869897652e-13
LOC151534,7.389731438819825,2.739800614546604e-13,0.4026121029977556,6.358864947569199e-13
CCDC140,-7.429991845458059,2.7407953983262996e-13,-0.2964896072911456,6.360215033614172e-13
PSMC3IP,7.389720742068333,2.7433302017981065e-13,0.40601768005042516,6.365137901911611e-13
SEPT12,7.389358171987854,2.756120677342221e-13,0.5131909996521813,6.393851147964167e-13
ITGAE,-7.387947098452839,2.77668434273271e-13,-0.2639330965631199,6.440585842882726e-13
C19orf66,-7.387087016723544,2.784986923165315e-13,-0.3167418713723791,6.458870862475727e-13
TANC1,-7.387524426064512,2.812439190872492e-13,-0.3161495717484417,6.521555153895144e-13
CYP2C18,-7.400491074512462,2.8352086776436233e-13,-0.47732375491837203,6.573363651510144e-13
NDUFC1,7.384455483185774,2.8388494639476074e-13,0.23530346514206713,6.580813790484991e-13
SH3RF1,7.3844408095486065,2.849900288250215e-13,0.32756904197735714,6.605436510339991e-13
FUT9,-7.382340846575764,2.9112556032777676e-13,-0.984130501510835,6.746628916867519e-13
EFCAB2,7.380499211101734,2.921415709017669e-13,0.37569854350991516,6.769155405830706e-13
TRO,-7.384868177964001,2.9451383544424375e-13,-0.5025385562270426,6.823095883742132e-13
LOC100216001,-7.387283702388447,2.9886589432372096e-13,-0.46118532640594667,6.922879757638531e-13
EPDR1,-7.377340652671058,2.9952817100529076e-13,-0.5469875948349019,6.937176968965797e-13
CLDN6,-7.411887225173079,3.002493473123064e-13,-0.8193042618638724,6.952833810449062e-13
HLA-DRB6,-7.376268284120568,3.011929492622073e-13,-0.7033662338862205,6.97363584930858e-13
WDR76,7.377450631451474,3.0219937948220104e-13,0.3603182104736744,6.995886101168921e-13
FAM184B,7.374633393877176,3.0463555882644714e-13,0.9639813895350091,7.05122324000422e-13
PRUNE,7.372892368382939,3.1325797569738203e-13,0.23438106399860104,7.249711486265732e-13
BAALC,-7.368517618642294,3.204619826342089e-13,-0.7096406344427226,7.415318825697197e-13
NPTN,7.366096785149117,3.238288727691644e-13,0.23011902241255733,7.492100907628587e-13
RAB40AL,-7.366967602184346,3.2433505170757274e-13,-0.33716895719658324,7.502684481883259e-13
P2RY10,-7.362854484312777,3.3205728416707313e-13,-0.7276658817199566,7.680165246087464e-13
TRIM36,7.366783003903301,3.33067804013062e-13,0.7419008853068396,7.702380562314683e-13
FRMD8,-7.3595326159930545,3.4042005776411075e-13,-0.2394768966978802,7.871223350944607e-13
ANKRD44,-7.3601720160632125,3.410735311387425e-13,-0.5553178170039725,7.88514888730213e-13
RPL32,-7.35767125493127,3.446837467544623e-13,-0.2819950897806702,7.967415776577774e-13
TUBB2C,7.3570863499062495,3.4762000155721293e-13,0.2886471277798375,8.034081603086772e-13
PON3,-7.360050268849897,3.491710496570853e-13,-1.1772498559813975,8.068717772129884e-13
CCDC41,7.355100481291233,3.506807938997138e-13,0.24075376350513622,8.102389231203322e-13
ZNF232,-7.361656267933882,3.512015671107536e-13,-0.273084067194187,8.113204094229967e-13
ZFP42,-7.411969950964168,3.5312197701846796e-13,-0.7104979962392117,8.156344254655492e-13
FOLR3,-7.367960853934629,3.54409088363527e-13,-0.35054508815025703,8.184845858006937e-13
NPHP1,7.357245442565115,3.5605930458153495e-13,0.3737644002304341,8.22172332429798e-13
SUCLG2,7.352487243207484,3.570885804430093e-13,0.24344724625552416,8.244253820784247e-13
HIST1H2AJ,7.352481291545866,3.5751039594842714e-13,0.38168383513401827,8.252754972140828e-13
TTLL11,-7.356075356920211,3.579141709787058e-13,-0.24274704028173577,8.260837191664118e-13
TNFRSF10A,-7.354068931422937,3.60750364407561e-13,-0.38484555009673294,8.325050001173886e-13
PLEKHM1P,-7.348062334584182,3.6853694113186215e-13,-0.2972481310188986,8.503466630611842e-13
DNM1,-7.348779627524653,3.6883661660365467e-13,-0.43302946457684843,8.509106062101394e-13
CSN2,-7.420687326587933,3.702675408963496e-13,-0.6569726804852074,8.540837943342465e-13
PNLIPRP2,7.346433941438171,3.7505892803340036e-13,0.6760854084693806,8.650063383658277e-13
TNFSF9,-7.346147478800639,3.7522218169013737e-13,-0.5386960685637292,8.652532471893133e-13
PTAR1,-7.347212471031033,3.7694066086899354e-13,-0.3053410632377549,8.690858573524849e-13
PAK4,7.358153527033237,3.7875859997349886e-13,0.33392736407904344,8.73146603352592e-13
C6orf64,7.342657707215803,3.852698944830863e-13,0.23582892056694504,8.880240367299521e-13
ALPK3,-7.352753810032801,3.8753647700709117e-13,-0.44620948566336605,8.931146739227934e-13
DIO3,-7.339585321605721,3.916594188042606e-13,-0.7799837264407312,9.02481303700868e-13
PCDHB5,-7.3400982894229365,3.9359290409407486e-13,-0.669330915088806,9.068008296179067e-13
TRIM15,-7.378234274052685,3.943185725758233e-13,-0.4560661279102628,9.083367836549898e-13
SLC22A4,7.337909834806658,3.963482412944113e-13,0.5195132257994377,9.128756725819073e-13
PCDHGB3,-7.336893243004024,3.992098307932522e-13,-0.5908356302036926,9.193290105778798e-13
IL1A,-7.352495507709164,4.0108210447044067e-13,-0.4863590552379291,9.235024917797778e-13
FAM111B,7.350639144077664,4.0796598737523364e-13,0.6651500244560005,9.392123665694487e-13
DCLRE1A,7.3347623842718415,4.0804633788332614e-13,0.23786332199299665,9.392569090132415e-13
C16orf91,7.3345384299572824,4.0929590941259945e-13,0.2900829422186497,9.419923942041545e-13
NLGN2,-7.331136429197144,4.1643349933660415e-13,-0.29122341090409165,9.582762799709602e-13
FAM71A,-7.3641442028184025,4.205303165044996e-13,-0.23551617030064556,9.67559068024474e-13
RRAS,-7.3283124387773695,4.278309853127519e-13,-0.3519308455251071,9.842094249007084e-13
EN2,-7.327424863033746,4.281030754803041e-13,-0.8040608742201238,9.846882362070871e-13
CCM2,-7.327145103497372,4.3083331181102866e-13,-0.2536010880198223,9.908200899110393e-13
RAB23,-7.325446358033781,4.3457436385331083e-13,-0.32447562118214535,9.992744146131162e-13
GYLTL1B,-7.329038772069241,4.400222753452697e-13,-0.7008126883111281,1.0116504365374224e-12
ZDHHC8P1,-7.324015367817053,4.4089464000928556e-13,-0.5878076085302393,1.013504743538813e-12
TRIM23,7.327080260067458,4.517274313344485e-13,0.284011658442207,1.038251568929169e-12
LAMB2L,-7.318474873686035,4.562918530565435e-13,-0.40285064074694166,1.0485859196285968e-12
ZNF107,7.3170337797092975,4.60316104846861e-13,0.36539994130561304,1.0576760284027936e-12
TRAPPC6A,7.3172073671315205,4.617042730734939e-13,0.3658491326275488,1.0607073548959394e-12
NEDD4L,7.315575091133618,4.672631048893687e-13,0.374644472402764,1.0733179212265567e-12
C11orf9,-7.313465419573101,4.72113174403064e-13,-0.6174326242907648,1.084296919195104e-12
SLC5A4,-7.327124361176335,4.741897184676513e-13,-0.4662537689398041,1.0889036681948437e-12
BCOR,7.3145715710137535,4.760076811177634e-13,0.319984900328258,1.0929153394229351e-12
TRMU,-7.310146492675711,4.860628914991767e-13,-0.30679402784724097,1.1158357448058482e-12
RCVRN,-7.31708630489789,4.876472817785266e-13,-0.4090990875198375,1.1193060819236695e-12
EIF3H,7.317147736629433,4.925692169331261e-13,0.3016955006412889,1.1304349728900496e-12
ROS1,-7.344741033935008,4.937188657078609e-13,-0.6235095992478427,1.1329045268709292e-12
PNLDC1,-7.315333153458068,4.966301075386392e-13,-0.8209256619421301,1.139414955412372e-12
ASB15,7.314362781451238,5.009589416301578e-13,0.37027659779135236,1.1491753313884892e-12
SUPT3H,-7.304118007724925,5.05308464140708e-13,-0.272860249233716,1.158980250614402e-12
TEAD3,-7.304039778958797,5.056828790818742e-13,-0.2358396773983138,1.159666262916833e-12
PIGP,7.302341846199256,5.111429408652336e-13,0.25334374415774263,1.1720130842147435e-12
CDC123,-7.331563047435859,5.148970899929321e-13,-0.24826543553400882,1.1804452791276318e-12
DTX3,7.302099448115142,5.177481895628757e-13,0.34045527814611987,1.1868049538037214e-12
ZNF771,7.300546011343695,5.201888891903719e-13,0.3579954979239588,1.1922221385626908e-12
OLR1,7.310668558964565,5.204045771446529e-13,0.6302112758418437,1.192538960306031e-12
ZG16,7.323241072066538,5.213627738962324e-13,0.47005907860698687,1.1945569389405192e-12
TCL1B,7.307403367881994,5.344494981706342e-13,0.7786843612095391,1.22435931012249e-12
C20orf3,7.294484259835337,5.418069839208747e-13,0.2522492402339047,1.2410297726018607e-12
IQGAP3,7.326355995721921,5.52143907781007e-13,0.7400918708289019,1.2645187785369874e-12
TAGLN3,-7.305221097716285,5.617948738656056e-13,-0.5610676718984379,1.2864300524849388e-12
DOK4,-7.291427044858484,5.649117271416401e-13,-0.29892271254973046,1.2933748494869642e-12
F5,-7.288671454239819,5.668115580907797e-13,-0.6607733038412196,1.2975316027243136e-12
RARRES3,7.288607907464434,5.673544375074553e-13,0.658237968196346,1.2985812805563085e-12
FLJ30679,-7.296826916895548,5.675433152103869e-13,-0.28945387708962816,1.2988205149070047e-12
SNRNP35,7.287359868260741,5.688411985259302e-13,0.26239736581812956,1.3015972557146302e-12
ZBP1,-7.286734804001602,5.738332151092924e-13,-0.7565811520401704,1.3128246676133395e-12
ZSCAN5A,-7.285430157568341,5.761152840214801e-13,-0.2938769841959932,1.3178498036070018e-12
TNN,-7.290833506965982,5.786164690589338e-13,-0.8792224310341163,1.3233745950832446e-12
TMEM130,-7.287636226271751,5.796611397681137e-13,-0.6811086041607721,1.3255669937635001e-12
CPT1A,7.28432342184397,5.828466203628117e-13,0.3726702745592654,1.332653610591953e-12
NDUFAF3,7.284133590835104,5.856870394990343e-13,0.27212354024912067,1.3389492720366192e-12
LRP2BP,7.284694387798655,5.877672014238519e-13,0.34642684669897594,1.3435052850835878e-12
SUCNR1,-7.282657210336531,5.898233246270839e-13,-0.6225292015390975,1.3480050065731352e-12
SAG,7.288515190879243,5.915925860883029e-13,0.3797230152605375,1.3518478848325319e-12
APOO,7.291509357091079,5.931351054286395e-13,0.27817897056586105,1.355171571195246e-12
ZNF470,-7.287372508952634,5.962351930154972e-13,-0.3513620247385951,1.3620524134806541e-12
KIAA1429,7.2833883274711,5.970565352070638e-13,0.2857535499228252,1.3637022131626149e-12
C12orf23,7.280506333445078,5.971345275795512e-13,0.23919995489228008,1.3637022131626149e-12
ZNF345,-7.283365272564009,5.983337780596025e-13,-0.2808248836981848,1.3662383480325821e-12
CD70,-7.282713757747544,6.072137694795896e-13,-0.6244740054564035,1.386309372579662e-12
HCG22,-7.282012057637514,6.119830375107245e-13,-0.3943439419795256,1.3969907825874906e-12
PCLO,7.279084247933599,6.155601644090709e-13,0.5678659572618034,1.4049480953759952e-12
MMP2,-7.2755430848193985,6.182149433857513e-13,-0.5444727342883926,1.4107982041367147e-12
CHAC1,-7.275563715751521,6.211269625229824e-13,-0.6074450403252021,1.4172335272623533e-12
C16orf62,7.275877015283859,6.221898439763475e-13,0.23511315134454058,1.419448366825281e-12
CDC42EP2,-7.276682377338552,6.251780883607767e-13,-0.33357247940262535,1.4260543742949451e-12
C1orf95,-7.275499117631924,6.272650910180286e-13,-0.9414529901523774,1.4306029634727576e-12
LIPJ,-7.294939363436382,6.276272471114277e-13,-0.27547823960348666,1.4312169318386629e-12
TRIM28,7.272885423358315,6.351449344643427e-13,0.24145616399641767,1.4481454991777704e-12
ALS2CR11,-7.273387215316451,6.447576868048887e-13,-0.5282448088085041,1.469845144171583e-12
PARP9,7.2702207118433515,6.48900023941507e-13,0.3478933751440074,1.4790693809959117e-12
RABGAP1L,-7.265074822808825,6.667651449912623e-13,-0.2722944816416959,1.5195652660495064e-12
C1orf89,7.262597979482726,6.794991750412474e-13,0.3187391350187987,1.548357081265367e-12
KLHL15,-7.262310040173621,6.813862726353359e-13,-0.29062599128278954,1.5524274104418862e-12
FCGR2C,-7.2627302857569225,6.817406437023824e-13,-0.4709345459881238,1.5529603309153502e-12
C20orf202,-7.261728482012641,6.81821902772473e-13,-0.35297885263363726,1.5529603309153502e-12
SDHAP2,-7.261390246803395,6.857374625237097e-13,-0.3226123850568472,1.5616476424312317e-12
FOXD4L1,7.2615699484518155,6.86020875709258e-13,0.44700528303732856,1.5620620265151502e-12
NHEDC1,7.258382503279324,7.000506852595061e-13,0.3854388986108992,1.593772053961351e-12
PNMA5,-7.270721148710501,7.005796202357847e-13,-0.47468530901502204,1.5947404513261943e-12
DCAF15,-7.25526379266744,7.20949319507385e-13,-0.24554498543509595,1.6408657313311465e-12
TMED3,7.263065879742649,7.295624849529447e-13,0.33297280276516616,1.6602237039344501e-12
SLC25A15,7.25307916234009,7.298042899600334e-13,0.26985755635747033,1.660528543300522e-12
HEY1,-7.2489860156575805,7.480843960036245e-13,-0.4184162768200723,1.7018698943953615e-12
DSTN,7.248928304386854,7.579480509505305e-13,0.2362660137823127,1.724054681708571e-12
HSF2BP,7.25400389980044,7.589851333659361e-13,0.3695492021912541,1.7261586556034443e-12
BCHE,-7.246684368011533,7.598890382887282e-13,-0.8031207788961079,1.7279591674097693e-12
LARP1B,7.245775078236528,7.639357080704813e-13,0.23610006086823887,1.7369046215536328e-12
SLC25A10,7.24823101687335,7.656953742508998e-13,0.35074941414318594,1.7406484094701171e-12
KCNJ4,-7.271955851402863,7.719476496909489e-13,-0.42350242005608546,1.7546025926028256e-12
DCAF12L2,-7.243933831592842,7.735523397133395e-13,-0.6396971299537006,1.757990461190596e-12
TBC1D12,7.2385674921467915,8.030480729367056e-13,0.2672720756070568,1.824753715910044e-12
PPME1,7.240156709948181,8.076285722305851e-13,0.2397277314623505,1.8348911209435324e-12
HBA1,-7.247126546365696,8.091316039637075e-13,-1.256739843155581,1.8380347161742703e-12
DPEP3,-7.2416798673637235,8.155901977471046e-13,-0.3240408974804897,1.852432847722698e-12
FAM171B,-7.23944284882345,8.194572335543007e-13,-0.5178807102019656,1.86094144912029e-12
SYNPO2,-7.245267584300536,8.204469700555641e-13,-0.683318039281751,1.8629143191189384e-12
BEX2,-7.2376481341754575,8.239687930012687e-13,-0.6859042846894772,1.870635137988873e-12
C9orf4,-7.245659932490347,8.250266788280265e-13,-0.34757162018217036,1.872760692011665e-12
APOBEC4,7.2402255641838416,8.354025920669109e-13,0.5274141915393142,1.8960338605622387e-12
C12orf54,-7.241325398635406,8.438290517330467e-13,-0.3246911784526433,1.914876331545132e-12
DGCR9,-7.2307458498687005,8.542533598961318e-13,-0.5984256385730746,1.938246239658229e-12
TSEN54,7.229590894519359,8.713648085988708e-13,0.3125246337036174,1.976779719757892e-12
KIAA0649,7.2285400797368355,8.744364411846198e-13,0.28573362046478934,1.983455787407129e-12
SPIN2A,-7.229197010947466,8.79918677309138e-13,-0.3759269265885523,1.9955969766576517e-12
CCDC110,7.22516264217949,8.827277046252451e-13,0.44189453164061554,2.0016728229918853e-12
LOC390595,-7.225700158406872,8.861409560109145e-13,-0.4403691800178269,2.0091168163304444e-12
C9orf171,7.231989294895958,8.868728071950308e-13,0.6260531341709957,2.0104800666051073e-12
GPT,-7.2244165638403155,8.896885944285414e-13,-0.8756356687898093,2.0165663607266674e-12
WNT7A,-7.244702878615588,8.937206968710255e-13,-0.39234143062107385,2.0254073549783898e-12
GNPTAB,-7.222373382151601,9.00727617543647e-13,-0.256927455924874,2.0409864793700563e-12
MRVI1,-7.226751010445263,9.009416862331498e-13,-0.44178221886480884,2.0411711511082707e-12
BDH1,7.222678795348187,9.017618719537941e-13,0.38320233418838257,2.0427287836505173e-12
DNHD1,-7.220187353690447,9.144091066656195e-13,-0.3996886138344884,2.071073406197491e-12
KCNE3,-7.221409733218347,9.15953517310237e-13,-0.32700297928306465,2.0742662606303453e-12
SULT1B1,-7.228645960594792,9.186683500416412e-13,-0.4359940169778922,2.080108321410463e-12
NDUFS8,7.21740939792804,9.333347380162971e-13,0.34636195408796056,2.1130061698628036e-12
CROT,7.221023129943813,9.41732749329608e-13,0.48136678278732425,2.131705254546894e-12
NPY5R,-7.216355510330256,9.435426603143553e-13,-1.0814206267255093,2.1354882170895385e-12
ZNF623,7.215402655183752,9.471723753638293e-13,0.32920526292907226,2.1433881633563904e-12
PTRH2,7.21445412017074,9.53468718152399e-13,0.32726681974305727,2.157319302482364e-12
MOBP,-7.213721442938837,9.596782647390325e-13,-0.36613787526358044,2.171049991505566e-12
CEBPA,-7.2304532676309945,9.655336939288341e-13,-0.48497241962131277,2.183975655269907e-12
NCAPG,7.2328377868264635,9.955728077351234e-13,0.6086975217930117,2.2515914395854432e-12
NHP2,7.210741816942442,9.989123950315203e-13,0.26766221223451936,2.2588124755911764e-12
SLITRK6,7.209592117969804,1.0068446460953107e-12,1.249404898263088,2.27641512715558e-12
C10orf72,-7.211541115527306,1.008091554793042e-12,-0.5105650235864303,2.2788996724634366e-12
COMMD5,7.207095638417103,1.0084353305896787e-12,0.27394229147192384,2.279342158703653e-12
PRKRIR,-7.208213378108394,1.0189194280345225e-12,-0.28531765124670727,2.302701076390363e-12
CENPW,-7.221397431701774,1.0204400604154995e-12,-0.5232926626595091,2.3057991796620845e-12
LSM1,7.212468377233096,1.0311929417217253e-12,0.35231805395534543,2.3297546182963176e-12
NDST4,7.222194159459019,1.032541086817491e-12,0.6956023417969177,2.332458203305298e-12
HOXD3,-7.202952985834907,1.0400243615468292e-12,-0.5491615834438344,2.349017910332482e-12
MPG,7.199750963685418,1.0619417385186994e-12,0.3293523733179615,2.398169103545382e-12
LOC220429,7.1987839307887445,1.0675759920169858e-12,0.2906164762722583,2.4105393091487803e-12
HIST1H1T,7.199164850439436,1.070988641048769e-12,0.3737544406643327,2.417890338156583e-12
ZNF844,7.205140630705819,1.073611321928932e-12,0.4360657534618886,2.4234560216595466e-12
FLT1,-7.198782651117824,1.0742777923137413e-12,-0.35622771896261973,2.4246049792223213e-12
CHIT1,-7.198590808850802,1.081765518742049e-12,-1.1174092682767807,2.4411466645275288e-12
NLRP7,-7.1971176662430265,1.0837864287981255e-12,-0.7260847715267054,2.4453487169115973e-12
ENAM,-7.202480081422263,1.0859701875169523e-12,-0.2702659344362076,2.449916919736046e-12
MPHOSPH6,-7.193848430854276,1.1030692073633785e-12,-0.37238147105498065,2.4881272466706617e-12
GAL3ST3,-7.212222416430055,1.1037881913736935e-12,-0.2908781798221776,2.4893843243856396e-12
NTAN1,-7.193024410573421,1.1068568817887238e-12,-0.23561805993346852,2.4959395736527503e-12
FOSL2,-7.1919141706437815,1.1155285984560318e-12,-0.31698884317731135,2.5151257622532615e-12
MZF1,7.193469846777267,1.1218216375729412e-12,0.37028121345187515,2.52894403421824e-12
ZNF436,-7.191705051577088,1.1301059054798938e-12,-0.2597478995021856,2.547246468551299e-12
GSTA4,-7.190152242630712,1.1347040858765885e-12,-0.41626824199474655,2.5572363598129147e-12
PRAP1,-7.198768057774349,1.1379449376247138e-12,-0.3211469114801851,2.5641648184703233e-12
FBXO39,-7.186860237436438,1.1564726612006185e-12,-0.49095182115606306,2.6055325672382093e-12
FAM100B,-7.186702763028802,1.172667683352198e-12,-0.31538828014607745,2.641633404619428e-12
GRB14,-7.186935184699907,1.1731254100098906e-12,-1.0829443022977756,2.6422779312349744e-12
TCN1,-7.185363379518598,1.1755590214958135e-12,-1.3919493559922573,2.6473719839068363e-12
C13orf26,-7.213450980437177,1.1779200475938214e-12,-0.24787321308232416,2.6523011074586235e-12
SKA2,7.182725809765424,1.192984998273863e-12,0.32276310678029496,2.6858298023720817e-12
MAN2A2,-7.186650953234479,1.1947732820745353e-12,-0.2541861100845626,2.6894626058628102e-12
GPR155,-7.182135935833434,1.196641492129964e-12,-0.3496272803852003,2.693274236855e-12
TNFSF4,7.181982678760608,1.201184457990028e-12,0.5052581025412497,2.703103931551076e-12
PITX2,-7.181461376450227,1.2025996301904167e-12,-0.6220219766961645,2.705893103323374e-12
LOC100132354,7.184193036145934,1.2165323635059157e-12,0.5138546841373028,2.7368423145675896e-12
EPR1,7.200329631328483,1.2281063993438992e-12,0.772862160061738,2.762476878115123e-12
TXNDC17,7.180243253813056,1.2305183591682071e-12,0.2684635377491773,2.7673927357383403e-12
CEP97,7.1779360106997245,1.2306512997077623e-12,0.3795076503771684,2.7673927357383403e-12
FZD10,-7.176981762366323,1.23917777892791e-12,-0.6110999000021744,2.7861595008985153e-12
ATAD2,7.181822121802861,1.2446938052628734e-12,0.4707355486837095,2.7981530909085212e-12
IYD,7.17516607013703,1.255127739725478e-12,1.0304101019543075,2.8211973443143335e-12
MAFK,-7.175933898674139,1.2587427880118412e-12,-0.3138651474968004,2.8289100433540092e-12
ZNF778,-7.172737563426316,1.278133716770736e-12,-0.2929711066063865,2.8720701747108907e-12
DUSP19,-7.172991012105262,1.282189773420804e-12,-0.3026050852155331,2.8807640363870013e-12
LIN28A,7.185489170051422,1.3438023901551693e-12,0.7850023727745045,3.018751882290508e-12
HIST1H2BL,7.165300877713944,1.3450779143119437e-12,0.40744959348709897,3.021176461949088e-12
NUF2,7.197764228073924,1.3508718423819355e-12,0.7266020048477246,3.0337476308568644e-12
C21orf82,-7.163823129592111,1.368235560735894e-12,-0.43542925860307324,3.072294433228899e-12
MTMR15,7.1645008382078545,1.3697865446879444e-12,0.23483407588965832,3.0753285839253834e-12
CDRT4,-7.161222745363673,1.3897753004812651e-12,-0.3011592818634403,3.119750736479084e-12
STIM1,-7.159128902694012,1.4038535252848164e-12,-0.24682542770809057,3.1508939837915918e-12
SEMA4B,7.167672750278987,1.4193394604127099e-12,0.3701233891654372,3.1851872426722773e-12
MGP,-7.15788195840499,1.4197620926239937e-12,-0.8125159719353849,3.1856713698821965e-12
SOX21,-7.171473005238334,1.420817689221463e-12,-0.45618760787808943,3.1875753986511534e-12
SGCG,-7.160136013557079,1.4252333314178168e-12,-0.9008082471033236,3.1970159679254265e-12
NCDN,7.156577034473571,1.4443994949562518e-12,0.3008277711354026,3.239536638578501e-12
SYDE2,7.153132718561841,1.4689108595677135e-12,0.5094576617899689,3.293970253316423e-12
CYP4Z2P,7.162833914103881,1.469097468956542e-12,1.2789997500054353,3.293970253316423e-12
LOH12CR2,-7.151763549368694,1.4880048009211978e-12,-0.3282028396121781,3.335877973177589e-12
CLCN2,7.162303834502684,1.4942793754283853e-12,0.35667562607334347,3.349456914175404e-12
VSIG2,-7.149403065204327,1.5034005445982377e-12,-1.0893435142714254,3.3694116717873456e-12
HIVEP1,-7.1493996332570555,1.5067073608683138e-12,-0.30149238603509154,3.3763314270542025e-12
SYCE1,-7.151319603793739,1.5071558030227427e-12,-0.8464086128562429,3.376844863088063e-12
SPTLC2,7.149010306794724,1.5098645188422189e-12,0.33980843405576167,3.382421649441822e-12
LRRC20,7.1484827706033425,1.5144577015982404e-12,0.3464481071063652,3.3922178108100246e-12
BBS5,7.151809771626176,1.5166230821688787e-12,0.2732801661920359,3.39657390489516e-12
RAB40A,-7.147871098166397,1.522036449687035e-12,-0.3680885502489071,3.408201747503094e-12
C22orf46,-7.1471277328144005,1.5296793472391068e-12,-0.23544598650027915,3.424817930702418e-12
B4GALNT4,7.156328868895305,1.5499098293447838e-12,0.6504626866807257,3.4696076828179175e-12
LMAN2,7.145648392386994,1.5588552716098368e-12,0.2646896377252439,3.4891255439710218e-12
NEFM,-7.1461166251444395,1.580819185596587e-12,-0.6506264814895317,3.5377722384637574e-12
FLII,-7.142931908958664,1.59682620888365e-12,-0.22476330677593737,3.5730755904928875e-12
GABBR1,-7.140816365036834,1.599725257069654e-12,-0.4346055879220021,3.579042398009512e-12
ESRRA,-7.14053545923243,1.6047441394892991e-12,-0.3124782591682784,3.5897494574628415e-12
EHF,-7.139663205295168,1.609870275250596e-12,-0.9390528341775362,3.6006932928578483e-12
AGPAT2,-7.146653198386457,1.6114829158239277e-12,-0.4388927996130434,3.6037766819086443e-12
TECR,7.13899233142325,1.6166895342076523e-12,0.2452005228147236,3.614895259685626e-12
FBXL17,7.144368119877125,1.6316708151389046e-12,0.2904240391513202,3.647863444270904e-12
PPP2R5A,7.1389722145938075,1.640975922392413e-12,0.2687426871155001,3.6681338962073146e-12
NEURL2,-7.137217591625632,1.6429255294746048e-12,-0.3770905344449127,3.671958829629916e-12
CKS2,7.160681831544702,1.6499885453200608e-12,0.4864868861546281,3.687209525731927e-12
COL6A2,-7.134222075792382,1.6707919524661614e-12,-0.48540636562248984,3.733156826603031e-12
MIDN,7.1393445731095335,1.6783444910775966e-12,0.2701256233560141,3.7494878306909105e-12
KCNN2,7.133490574861387,1.6851983586962277e-12,0.43856583335144617,3.764253464216715e-12
C19orf30,7.189863571178343,1.6996906526896428e-12,0.43913544216430034,3.796074409553587e-12
CASP5,-7.141626802904423,1.7188802013966928e-12,-0.43939146485945824,3.83837541129875e-12
CPZ,-7.130621777737914,1.7295929497895756e-12,-0.6306033352535767,3.8617376229568e-12
MORN1,7.130383472153289,1.7397945739108853e-12,0.5008188832851399,3.883952016022314e-12
LRGUK,7.1282581988668365,1.7430386961165592e-12,0.5941689321971215,3.890630154263071e-12
PRX,-7.136455952249702,1.7443994083792097e-12,-0.4516617453968381,3.8931030135983026e-12
LOC728606,7.127601953643714,1.7496286297417247e-12,1.124578633073198,3.904207537990338e-12
WDR62,7.147570810479998,1.799438233674661e-12,0.5972150534770977,4.0147732913909224e-12
LOC149134,7.123819121416197,1.8010924102716541e-12,0.5638863763831279,4.017881750355355e-12
UBE2C,7.1508168211325325,1.819373361149377e-12,0.7871693484924425,4.058074987920752e-12
RPL17,-7.122275038456825,1.8259541837921446e-12,-0.27226637518748653,4.072163465794851e-12
PCDHB2,-7.121693085524953,1.829104752158733e-12,-0.6898125932044854,4.0785989672683576e-12
LIMD1,7.120951054428742,1.8395987305591344e-12,0.2285885127497238,4.101404815293801e-12
PCGF5,-7.120890908472238,1.8498601984042584e-12,-0.27321216767027146,4.123685749939245e-12
LPGAT1,7.116462457015997,1.8924989319754405e-12,0.26186085900307177,4.218124790912834e-12
PROC,7.119231444625389,1.907392405827604e-12,0.5744911376926622,4.250705003984313e-12
ADAP1,7.113128580838179,1.9396624316248354e-12,0.5038559449794597,4.321994567254355e-12
FLJ13224,-7.11352287304667,1.9472049126850647e-12,-0.29378075041846974,4.338173063321073e-12
NPAT,-7.111809632637985,1.953560499968411e-12,-0.27547977489619946,4.351702982930212e-12
TAB3,7.112892340859617,1.9652987083143487e-12,0.26280605367273147,4.3772174471164516e-12
LOC650368,-7.120843743274919,1.9727819079805544e-12,-0.30975463196452324,4.3932489206214344e-12
HCP5,-7.110018299474901,1.990921370569662e-12,-0.47734527455924614,4.433003086429658e-12
ADHFE1,-7.1112212526141985,2.0267079783311932e-12,-0.5883983179713406,4.512033363557748e-12
